-0.260044,-0.223757,-0.248039,-0.270613,-0.268785,-0.221288,-0.276231,-0.208644,-0.229566,-0.213598
-0.332179,-0.284726,-0.316549,-0.346561,-0.344271,-0.281988,-0.354183,-0.265883,-0.293331,-0.27202
-0.267062,-0.229744,-0.254733,-0.27795,-0.276058,-0.227232,-0.283736,-0.214235,-0.235772,-0.219316
-0.312358,-0.268104,-0.297805,-0.325559,-0.323338,-0.265399,-0.332563,-0.250193,-0.275819,-0.256036
-0.264706,-0.227735,-0.252486,-0.275485,-0.273615,-0.225237,-0.281214,-0.212358,-0.233689,-0.217397
-0.328986,-0.282055,-0.313534,-0.343169,-0.340887,-0.279319,-0.350688,-0.263356,-0.29051,-0.269447
-0.252503,-0.217313,-0.240843,-0.262739,-0.260981,-0.214894,-0.268182,-0.20263,-0.222898,-0.207446
-0.308277,-0.264669,-0.293937,-0.321249,-0.319049,-0.261975,-0.328133,-0.246961,-0.272213,-0.25274
-0.30861,-0.264949,-0.294252,-0.321599,-0.319398,-0.262254,-0.328493,-0.247224,-0.272506,-0.253009
-0.325775,-0.279367,-0.310501,-0.339762,-0.337488,-0.276635,-0.347179,-0.260815,-0.287674,-0.26686
-0.303581,-0.260712,-0.289482,-0.316295,-0.314122,-0.258031,-0.323043,-0.24324,-0.268062,-0.248944
-0.327313,-0.280654,-0.311954,-0.341393,-0.339115,-0.277921,-0.348859,-0.262032,-0.289032,-0.268099
-0.299993,-0.257683,-0.286076,-0.312513,-0.310362,-0.255015,-0.319159,-0.240395,-0.26489,-0.246042
-0.269431,-0.231763,-0.256992,-0.280429,-0.278516,-0.229237,-0.286273,-0.216121,-0.237868,-0.221245
-0.321501,-0.275784,-0.30646,-0.335231,-0.332971,-0.273059,-0.342514,-0.257432,-0.283898,-0.263414
