-0.0280533,-0.0314251,-0.0287428,-0.0315801,-0.0285166,-0.031531,-0.0272635,-0.0314798,-0.0314894,-0.0316038,-0.0313172,-0.031573,-0.0311616,-0.0289645,-0.0316513
-0.0221841,-0.024869,-0.0227338,-0.0249941,-0.0225535,-0.0249537,-0.0215543,-0.0249144,-0.024922,-0.025012,-0.0247851,-0.0249874,-0.0246612,-0.0229106,-0.0250502
-0.0233628,-0.0261852,-0.0239406,-0.0263164,-0.023751,-0.0262742,-0.022701,-0.0262325,-0.0262406,-0.0263354,-0.0260966,-0.0263095,-0.0259663,-0.0241263,-0.0263754
-0.0283674,-0.0317762,-0.0290644,-0.0319328,-0.0288358,-0.0318832,-0.027569,-0.0318313,-0.031841,-0.0319568,-0.031667,-0.0319257,-0.0315096,-0.0292886,-0.0320047
-0.02501,-0.0280249,-0.025627,-0.0281646,-0.0254246,-0.0281199,-0.0243033,-0.028075,-0.0280836,-0.0281852,-0.0279297,-0.0281576,-0.0277906,-0.0258254,-0.0282279
-0.0243644,-0.0273038,-0.024966,-0.0274402,-0.0247687,-0.0273964,-0.0236753,-0.0273528,-0.0273612,-0.0274601,-0.0272112,-0.0274332,-0.0270756,-0.0251595,-0.0275018
-0.0266902,-0.029902,-0.0273473,-0.0300502,-0.0271317,-0.030003,-0.0259377,-0.0299547,-0.0299638,-0.0300724,-0.0297999,-0.0300431,-0.0296516,-0.0275585,-0.0301178
-0.0246213,-0.0275908,-0.0252291,-0.0277285,-0.0250297,-0.0276843,-0.0239252,-0.0276402,-0.0276487,-0.0277486,-0.0274971,-0.0277214,-0.0273601,-0.0254245,-0.0277907
-0.0248787,-0.0278782,-0.0254925,-0.0280172,-0.0252911,-0.0279726,-0.0241755,-0.027928,-0.0279366,-0.0280376,-0.0277835,-0.0280101,-0.0276451,-0.0256899,-0.0280801
-0.0229476,-0.0257215,-0.0235154,-0.0258506,-0.0233292,-0.0258089,-0.022297,-0.0257681,-0.0257761,-0.0258691,-0.0256345,-0.0258437,-0.0255065,-0.023698,-0.0259085
-0.0238045,-0.0266785,-0.0243928,-0.026812,-0.0241998,-0.026769,-0.0231306,-0.0267265,-0.0267347,-0.0268313,-0.0265881,-0.026805,-0.0264555,-0.0245819,-0.0268721
-0.0261742,-0.0293254,-0.0268189,-0.029471,-0.0266074,-0.0294246,-0.0254357,-0.0293773,-0.0293863,-0.0294927,-0.0292254,-0.0294639,-0.02908,-0.0270262,-0.0295373
-0.0270656,-0.0303214,-0.0277316,-0.0304715,-0.0275131,-0.0304238,-0.0263028,-0.0303746,-0.0303839,-0.0304941,-0.0302177,-0.0304644,-0.0300674,-0.0279457,-0.0305401
-0.0224458,-0.0251613,-0.0230018,-0.0252877,-0.0228194,-0.0252469,-0.021809,-0.0252071,-0.0252148,-0.0253059,-0.0250763,-0.0252809,-0.024951,-0.0231805,-0.0253445
-0.0195662,-0.0219468,-0.0200538,-0.0220581,-0.0198938,-0.022022,-0.0190077,-0.0219874,-0.0219942,-0.0220738,-0.0218728,-0.0220519,-0.021763,-0.0202105,-0.0221077
