0.00223073,0.00217053,0.00220918,0.00222325,0.00224282,0.00223266,0.00224913,0.00223719,0.00224108,0.00219686,0.00222065,0.00225044,0.00224627,0.00218007,0.00204881
0.00213073,0.00207495,0.00211056,0.00212388,0.00214161,0.00213222,0.00214754,0.0021364,0.00214,0.0020992,0.00212113,0.0021487,0.00214494,0.00208374,0.00196292
0.00197059,0.00192199,0.00195271,0.00196474,0.00197957,0.00197143,0.00198487,0.00197505,0.00197818,0.00194291,0.00196184,0.00198581,0.00198269,0.00192957,0.00182552
0.00213658,0.00208054,0.00211632,0.00212969,0.00214752,0.00213809,0.00215348,0.00214229,0.00214591,0.00210491,0.00212695,0.00215465,0.00215087,0.00208937,0.00196794
0.00196906,0.00192053,0.0019512,0.00196322,0.00197802,0.0019699,0.00198332,0.00197351,0.00197663,0.00194142,0.00196032,0.00198425,0.00198114,0.0019281,0.00182421
0.00232062,0.0022565,0.00229787,0.00231257,0.00233383,0.00232298,0.00234046,0.00232782,0.00233197,0.00228468,0.00231014,0.00234191,0.00233737,0.00226672,0.00212609
0.00193935,0.00189216,0.00192192,0.00193369,0.00194796,0.00194007,0.00195313,0.00194358,0.00194661,0.00191242,0.00193077,0.00195403,0.00195103,0.00189951,0.00179873
0.00201932,0.00196853,0.00200073,0.00201317,0.00202887,0.00202035,0.00203437,0.00202414,0.00202741,0.00199046,0.00201031,0.00203537,0.00203206,0.00197647,0.00186731
0.00226588,0.00220414,0.00224386,0.00225818,0.00227841,0.00226798,0.00228485,0.00227263,0.00227662,0.0022312,0.00225564,0.00228621,0.0022819,0.00221395,0.00207903
0.00203203,0.00198066,0.00201326,0.0020258,0.00204173,0.00203311,0.00204728,0.00203695,0.00204026,0.00200286,0.00202295,0.0020483,0.00204494,0.00198871,0.00187821
0.00216088,0.00210376,0.00214029,0.00215384,0.00217212,0.0021625,0.00217817,0.00216679,0.00217047,0.00212864,0.00215114,0.00217938,0.0021755,0.00211278,0.00198881
0.00210426,0.00204965,0.00208445,0.00209757,0.00211481,0.00210563,0.00212065,0.00210972,0.00211324,0.00207336,0.00209479,0.00212177,0.00211812,0.00205825,0.00194019
0.00193292,0.00188603,0.00191559,0.0019273,0.00194146,0.00193362,0.00194661,0.00193711,0.00194012,0.00190615,0.00192438,0.00194749,0.00194452,0.00189332,0.00179322
0.00204888,0.00199676,0.00202987,0.00204255,0.00205878,0.00205003,0.0020644,0.00205393,0.00205728,0.00201931,0.00203971,0.00206544,0.00206201,0.00200493,0.00189267
0.00197213,0.00192346,0.00195422,0.00196627,0.00198113,0.00197297,0.00198643,0.0019766,0.00197973,0.00194441,0.00196337,0.00198737,0.00198424,0.00193105,0.00182684
0.00231019,0.00224652,0.00228758,0.00230221,0.00232327,0.0023125,0.00232987,0.0023173,0.00232143,0.00227449,0.00229976,0.0023313,0.0023268,0.00225667,0.00211713
0.00197818,0.00192924,0.00196018,0.00197228,0.00198725,0.00197905,0.00199258,0.00198269,0.00198584,0.00195031,0.00196939,0.00199352,0.00199037,0.00193687,0.00183202
0.00232362,0.00225937,0.00230083,0.00231555,0.00233687,0.002326,0.00234351,0.00233084,0.00233501,0.00228762,0.00231313,0.00234496,0.00234041,0.00226961,0.00212868
0.00193432,0.00188737,0.00191697,0.00192869,0.00194288,0.00193502,0.00194803,0.00193852,0.00194153,0.00190752,0.00192578,0.00194892,0.00194593,0.00189467,0.00179442
0.00232613,0.00226177,0.0023033,0.00231804,0.0023394,0.00232852,0.00234606,0.00233337,0.00233754,0.00229006,0.00231562,0.00234751,0.00234295,0.00227203,0.00213083
0.0019863,0.00193699,0.00196819,0.00198036,0.00199547,0.0019872,0.00200083,0.00199088,0.00199405,0.00195824,0.00197747,0.00200179,0.0019986,0.00194469,0.00183899
0.00225039,0.00218933,0.00222858,0.00224279,0.00226273,0.00225242,0.00226911,0.00225701,0.00226096,0.00221607,0.00224022,0.00227045,0.0022662,0.00219903,0.00206571
0.00192231,0.00187591,0.00190514,0.00191676,0.00193073,0.00192297,0.00193583,0.00192642,0.0019294,0.00189581,0.00191384,0.00193671,0.00193377,0.00188312,0.00178413
0.00230095,0.00223768,0.00227845,0.00229302,0.00231391,0.00230321,0.00232048,0.00230798,0.00231208,0.00226546,0.00229055,0.00232189,0.00231743,0.00224775,0.00210918
0.00215321,0.00209643,0.00213272,0.00214621,0.00216435,0.00215479,0.00217037,0.00215905,0.00216272,0.00212115,0.0021435,0.00217157,0.00216772,0.00210539,0.00198222
0.00210919,0.00205437,0.00208932,0.00210248,0.00211981,0.00211059,0.00212566,0.00211469,0.00211823,0.00207817,0.0020997,0.00212679,0.00212312,0.002063,0.00194443
0.00209318,0.00203908,0.00207354,0.00208657,0.00210361,0.00209451,0.0021094,0.00209856,0.00210205,0.00206255,0.00208378,0.00211051,0.0021069,0.00204758,0.00193069
0.00208158,0.00202799,0.0020621,0.00207504,0.00209187,0.00208286,0.00209761,0.00208687,0.00209032,0.00205122,0.00207223,0.0020987,0.00209514,0.00203641,0.00192073
0.002251,0.00218991,0.00222917,0.00224339,0.00226334,0.00225303,0.00226973,0.00225762,0.00226158,0.00221666,0.00224083,0.00227107,0.00226682,0.00219961,0.00206624
0.00216657,0.0021092,0.0021459,0.00215949,0.00217788,0.00216821,0.00218395,0.00217252,0.00217622,0.0021342,0.00215679,0.00218516,0.00218126,0.00211826,0.0019937
0.00215325,0.00209647,0.00213276,0.00214626,0.0021644,0.00215483,0.00217042,0.00215909,0.00216276,0.00212119,0.00214354,0.00217161,0.00216776,0.00210543,0.00198226
0.00214631,0.00208983,0.00212591,0.00213936,0.00215737,0.00214786,0.00216336,0.0021521,0.00215574,0.00211441,0.00213663,0.00216455,0.00216073,0.00209874,0.00197629
0.00194568,0.00189821,0.00192816,0.00193998,0.00195437,0.00194642,0.00195957,0.00194996,0.00195301,0.0019186,0.00193707,0.00196047,0.00195744,0.0019056,0.00180416
0.00220493,0.00214587,0.00218373,0.00219761,0.00221671,0.00220675,0.00222292,0.00221118,0.002215,0.00217166,0.00219497,0.00222419,0.00222013,0.00215522,0.00202665
0.00192989,0.00188314,0.00191261,0.00192429,0.0019384,0.00193058,0.00194353,0.00193406,0.00193706,0.0019032,0.00192137,0.00194441,0.00194145,0.00189041,0.00179063
