-2.28683,1.29315,-1.67716,-0.377042,-2.1102,-3.1357,-1.78055,-0.283296,0.0187815,0.640979
-3.03133,1.35374,1.97311,-2.91625,-1.68897,-1.52222,-0.932039,2.22016,-2.66277,-2.10143
-0.0463497,-2.49564,-3.78467,-2.3509,0.735659,1.08672,-0.240059,-0.0957309,-2.06809,0.701988
-2.98225,-0.465203,-0.819974,-2.21962,0.431842,-3.36177,0.178127,-1.11409,0.742708,-0.281748
-1.72328,3.29861,0.475309,-1.54362,-1.41114,-1.07597,-2.06481,-0.497537,-3.01399,-1.82312
-1.78172,1.0145,0.60814,-1.74367,-0.937176,-1.27844,2.04453,-1.24557,-1.69758,-1.75247
-3.15364,0.10799,-2.4,1.54009,-3.40314,0.060329,-3.1488,-1.36846,0.538435,0.622343
-3.21846,0.0726459,-3.54464,-2.7899,1.11022,0.277645,1.48381,-3.61268,1.90572,1.70203
2.45031,-3.01689,1.42286,2.98257,-2.79322,1.8854,-2.48477,-4.44208,1.70246,-3.61639
0.633039,-3.06831,2.38526,2.52957,-3.6635,-3.35792,-3.73628,2.13732,-2.08911,-3.11153
1.48477,-1.60166,0.59815,-2.76047,0.322008,2.26081,1.42299,-2.80291,-1.88672,-2.55631
1.84995,-1.77177,-2.13937,-2.12537,2.583,-3.16589,-1.43479,1.812,-1.53128,-2.61867
1.61087,-1.8023,0.14895,-2.1642,1.15112,-2.67862,0.4079,-1.84153,-2.78931,-3.41235
0.637098,-2.5396,-3.32662,-0.252624,0.485556,1.65891,-4.2116,1.52793,-4.85989,2.09396
-1.05294,-0.901144,2.09065,-2.51034,-4.2683,1.06918,2.28808,-2.8002,1.96621,-3.29251
