-0.0215332,-0.0312043,0.0285434,-0.00723133,-0.010785,0.0336507,-0.00303978,-0.00137501,-0.0276573,0.00311993,-0.0268675,-0.00816198,0.00534274,0.0329012,0.026979,-0.00171638,-0.0236311,0.00989149,-0.00753708,-0.0134158
-0.00261729,0.0194957,-0.0320966,-0.0289726,0.00633907,0.017656,0.0181564,0.00323443,0.025984,0.0277446,-0.0116272,-0.0265674,-0.0333515,-0.0214319,-0.0305917,-0.0286453,-0.000339939,-0.0284966,0.0153589,0.000120491
-0.0316445,0.0269889,0.000395906,-0.0321504,0.0281743,-0.0343816,-0.0236181,-0.0255121,0.0316471,0.0352733,0.00410968,0.0250325,0.00160597,-0.0299699,-0.0149739,0.0193637,-0.0278792,0.0117531,-0.0262521,-0.00220363
0.0067222,-0.0177056,0.00393918,0.0283707,0.00800389,-0.00703141,-0.011987,0.0297573,-0.00808075,0.0187678,0.0145764,0.0305638,-0.0170542,-0.000897832,0.00485632,0.0335805,-0.0154802,-0.00387779,-0.0334437,0.0190814
-0.0177945,-0.00306554,0.0074082,-0.00413156,0.0347768,-0.0245753,-0.0283331,-0.0114726,0.00423072,-0.00130803,-0.00155236,-0.0283453,-0.0227841,0.0214941,-0.0254372,0.0309677,0.0104836,-0.0113242,0.0262806,-0.0356935
0.0145576,-0.0130516,0.0210199,-0.00812335,-0.0151663,0.0142242,0.00448079,0.00637971,-0.0180287,-0.00616152,0.0322974,0.0135069,-0.0313956,0.0144947,-0.0114706,0.00283956,-0.0284718,0.00571691,-0.0195078,0.0196401
-0.00438978,-0.0125929,0.0159277,0.0225143,-0.00715069,-0.0298543,0.0333125,0.0116359,-0.0322179,0.00747256,0.0256229,0.0280008,0.00876367,-0.0247177,0.00293531,0.012224,-0.0254322,0.000488785,0.0250274,-0.0271232
0.023036,0.0346094,0.0322371,-0.00441086,-0.0180589,0.00609687,-0.00333728,-0.00473104,0.0106577,-0.0205914,0.0070358,-0.033744,0.00540411,0.0245365,0.0240321,-0.00947057,-0.025597,-0.00941114,-0.00853753,-0.00683857
-0.0353493,-0.0235021,0.000321985,0.0111558,0.0133745,-0.0121372,0.0116603,0.0336229,0.0118977,0.0187396,-0.0322316,0.0135778,0.0101268,-0.0324722,-0.0169574,-0.00593151,0.00545073,0.0145997,-0.0221898,-0.00580733
-0.00942248,0.0274382,0.00626838,0.0317623,-0.020177,-0.0140606,0.00695733,-0.00235401,-0.0148533,0.0230169,-0.0190733,0.0151424,0.0303949,-0.0111019,0.0157421,0.0225599,0.00761781,-0.0295116,-0.0116237,0.0120376
-0.0130087,0.0338541,-0.0107832,0.0213079,0.0171559,0.0157459,-0.0216856,0.00177087,0.032279,0.0327918,-0.0151965,0.00644875,-0.00738958,0.0168837,-0.0167412,0.0314507,-0.0236603,0.0250711,-0.0322724,-0.0169869
-0.0236027,-0.021539,-0.0138877,0.0352198,-0.00998303,-0.0213028,0.0147223,0.0326207,-0.0297804,0.023191,-0.00356743,-0.0209265,0.000721211,0.00793521,-0.0240063,-0.0169709,-0.00143748,0.0115571,-0.0344835,-0.00262364
0.0154455,-0.0275954,-0.0257453,0.0344382,-0.0254989,-0.00295939,-0.0350288,0.0274619,0.00783884,-0.0333289,-0.0122476,-0.0273649,-0.0101748,0.0217163,0.00359898,0.00476014,-0.00111472,-0.0053222,0.0256433,-0.00609205
-0.0119705,0.01225,0.0128064,0.00768181,-8.2424e-05,0.00124788,0.000446077,-0.00128242,-0.0325964,-0.0295665,0.0343239,0.00182419,0.0350769,0.0346503,0.0300117,0.0323255,-0.00419814,0.0245423,0.0124785,0.00844671
-0.0322791,-0.000939442,0.00803798,0.032389,0.0100543,0.00679239,-0.0220423,0.00633342,-0.0255065,-0.0187446,0.00131179,0.00663637,-0.00175213,-0.0267019,0.0277292,-0.00207957,-0.00626623,0.0133975,0.034188,-0.0184877
0.00226809,0.0266044,0.0325886,0.0346193,0.0249313,0.0249119,0.0229923,-0.0148089,0.0142862,-0.000488601,-0.0180194,0.0215574,0.00110009,0.0268317,-0.00669816,-0.0353819,-0.013269,0.00603758,0.0169318,0.033146
0.0117204,-0.0144051,0.0221912,0.0325656,-0.0324773,0.00769403,-0.0111475,0.0344228,0.0188749,-0.0263502,0.00463545,-0.00680162,-0.0139818,0.0323949,0.0043402,0.00430517,3.39838e-05,-0.0276279,-0.0223568,-0.0111182
-0.0248025,-0.0340862,-0.00205442,0.0101014,-0.0131962,0.022191,-0.00427112,0.0330221,0.0260474,0.0161743,0.00228184,0.0181526,0.00422365,0.028836,-0.0285489,-0.0219201,-0.00824084,0.022459,0.0188536,0.0227541
-0.0114284,0.027818,0.00152364,-0.0234454,0.0107862,0.028903,0.0150751,-0.0220286,0.0308541,-0.00562367,-0.000859916,-0.0166006,-0.0199109,0.0251111,-0.0282065,-0.0294137,0.0188651,0.00643133,0.0108152,0.0290502
0.00306234,0.00217533,0.000655848,0.0230124,0.0176022,-0.0172686,0.00902702,0.0264329,-0.00165604,-0.00215665,-0.00181758,0.0298734,0.0161097,0.00132289,-7.51987e-05,0.0210397,0.027685,-0.00269479,-0.0315903,-0.00657765
0.00913971,0.00681408,0.00869987,0.0291841,-0.0319833,-0.000327629,-0.0272512,0.0033713,-0.027314,-0.0143139,0.0153172,0.0317764,0.031572,-0.00666572,0.00935333,-0.0320895,-0.0275749,-0.00560671,0.0207679,0.0093162
0.0305815,-0.00839737,-0.00380503,0.00644411,0.0273139,0.0284054,0.0278841,-0.024407,0.0229969,0.0241449,0.00785385,0.0202363,-0.0304233,0.0164847,-0.00538616,0.0256904,0.0268475,-0.0163967,-0.0308679,0.0224307
