0.0561814,0.0783091,0.0970574,0.08997,0.0659716,0.0899834,0.0680916,0.0789014,0.0700823,0.0931792,0.0962084,0.0720373,0.0543333,0.0963318,0.0723119,0.056121,0.0770099,0.0693347,0.0701803,0.0698758,0.092718,0.0847353,0.0955586,0.0680733,0.0929136,0.0704948,0.092528,0.0643799,0.0968802,0.0763597,0.0807077,0.094933,0.0740065,0.0708145,0.0807165,0.0518914,0.0759847,0.067922,0.0487975,0.0513983
-0.0933319,-0.364371,-0.390179,-0.36458,-0.17801,-0.364669,-0.195446,-0.364292,-0.366118,-0.383399,-0.392931,-0.227008,-0.0774276,-0.393027,-0.370154,-0.0928068,-0.265847,-0.366619,-0.212276,-0.366227,-0.381111,-0.325956,-0.385301,-0.195296,-0.382102,-0.214785,-0.38012,-0.164656,-0.392826,-0.364646,-0.294612,-0.384164,-0.365028,-0.365812,-0.364053,-0.0572113,-0.257876,-0.194064,-0.0335085,-0.0532755
-0.0565074,-0.316652,-0.297126,-0.26623,-0.123479,-0.266302,-0.137014,-0.316916,-0.311034,-0.281984,-0.293202,-0.161292,-0.0437378,-0.293587,-0.304511,-0.0560865,-0.190845,-0.309848,-0.149994,-0.310759,-0.279935,-0.236344,-0.298109,-0.136898,-0.280814,-0.151922,-0.279066,-0.113051,-0.295346,-0.315705,-0.2126,-0.298269,-0.314352,-0.311857,-0.317662,-0.0274469,-0.184803,-0.135945,-0.00828552,-0.0242691
0.0510857,0.104747,0.0892169,0.0792746,0.0592143,0.0792872,0.060937,0.105689,0.0896055,0.0824997,0.0863434,0.0641322,0.049499,0.0865502,0.0824648,0.0510342,0.0681681,0.0873659,0.0626292,0.0890584,0.0820063,0.0745935,0.0900183,0.0609221,0.0822138,0.0628838,0.0818067,0.0579153,0.08766,0.101576,0.0712052,0.0900007,0.0975515,0.0913462,0.10853,0.0473689,0.0673331,0.0607994,0.044612,0.0469339
-0.0411668,-0.275119,-0.135371,-0.134501,-0.0871932,-0.134497,-0.0952689,-0.277354,-0.236244,-0.132865,-0.131686,-0.108294,-0.0316629,-0.131746,-0.196452,-0.0408558,-0.121157,-0.22913,-0.102483,-0.234584,-0.133164,-0.133067,-0.141544,-0.0952022,-0.133038,-0.103507,-0.133284,-0.0806269,-0.132462,-0.267521,-0.128166,-0.143315,-0.257626,-0.241292,-0.28404,-0.0193878,-0.118823,-0.0946509,-0.00485406,-0.0169811
0.0529983,-0.0449863,0.0385142,0.0650564,0.0602061,0.0650409,0.0616658,-0.0454103,-0.0353413,0.0597872,0.0500438,0.0641956,0.0516,0.0493983,-0.0165782,0.0529526,0.0668256,-0.0328652,0.0630408,-0.0347908,0.0607644,0.0682572,0.0294782,0.0616534,0.0603608,0.0632413,0.0611424,0.059077,0.0456107,-0.0434651,0.0680846,0.0273577,-0.0412684,-0.0369235,-0.0466227,0.0497534,0.0663534,0.0615512,0.0474294,0.0493815
0.0401262,0.123753,0.0673115,0.0565817,0.0450682,0.0565899,0.0460538,0.125042,0.10145,0.0589006,0.0626689,0.0478579,0.0390715,0.062924,0.0833675,0.0400926,0.050117,0.0975723,0.0470121,0.100532,0.0585115,0.0537437,0.0707041,0.0460453,0.0586733,0.0471557,0.0583583,0.0443158,0.0644417,0.119361,0.0518188,0.071416,0.113638,0.104277,0.128894,0.037596,0.0496501,0.0459755,0.0355836,0.0372861
0.0441945,0.0739016,0.0642737,0.0613006,0.0502043,0.0613043,0.0514261,0.0747036,0.0611298,0.0621883,0.0633207,0.0536197,0.0429837,0.0633897,0.055571,0.0441553,0.0562009,0.0592726,0.0526011,0.0606745,0.0620566,0.0595982,0.0642119,0.0514156,0.0621119,0.0527755,0.0620035,0.0492686,0.0637698,0.0712087,0.0579412,0.0640545,0.0678024,0.0625832,0.0771261,0.0413397,0.0556886,0.0513294,0.0391807,0.0410014
0.0454567,0.129215,0.080407,0.0680564,0.0518321,0.0680682,0.0531482,0.130466,0.107845,0.0712415,0.0757324,0.0555907,0.0441515,0.0760099,0.0917393,0.0454147,0.0587147,0.104224,0.0544403,0.106984,0.070729,0.0639143,0.0833791,0.0531368,0.0709433,0.0546349,0.0705246,0.0508363,0.0776063,0.124962,0.0611251,0.0839507,0.119445,0.110511,0.134208,0.0423581,0.0580625,0.0530432,0.0399668,0.041986
0.0404705,0.117368,0.0664231,0.0567519,0.0454892,0.0567594,0.0464906,0.118599,0.0961976,0.0588547,0.0622566,0.0483165,0.0394058,0.0624869,0.0795742,0.0404365,0.050579,0.0925581,0.0474621,0.0953345,0.0585032,0.0541103,0.0693906,0.046482,0.0586494,0.0476073,0.0583648,0.0447238,0.0638549,0.113179,0.0522554,0.0699975,0.107732,0.0988625,0.12228,0.037921,0.0501144,0.0464111,0.0359042,0.0376099
