0.540934,0.999494,0.673231,0.142572,0.160393,0.332717,0.820707,0.853026,0.503331,0.634302,0.483834,0.978765,0.121957,0.191666,0.381791,0.918215,0.700658,0.570095,0.180644,0.198707,0.579267,0.980665,0.402914,0.70665,0.477759,0.186003,0.81654,0.0127295,0.121607,0.620552,0.960596,0.032532,0.500911,0.297091,0.740767,0.962112,0.815666,0.743622,0.56163,0.0292148,0.851027,0.516365,0.108827,0.0350637,0.556683,0.852146,0.739281,0.978812,0.554389,0.356213,0.758576,0.0823979,0.892419,0.805021,0.973416,0.610196,0.352512,0.178518,0.664674,0.609289,0.0658629,0.438629,0.786752,0.981708,0.319812,0.669338,0.720776,0.203323,0.287123,0.192445,0.410606,0.169414,0.0567793,0.512053,0.42302,0.665347,0.22252,0.890827,0.063406,0.808663,0.813247,0.332586,0.448662,0.5869,0.759382,0.00246033,0.890728
0.116159,0.350133,0.934913,0.241976,0.862693,0.312198,0.40318,0.0127504,0.788508,0.821217,0.963898,0.589784,0.802927,0.124841,0.20101,0.97532,0.17573,0.164954,0.212949,0.672336,0.238545,0.45099,0.338553,0.552194,0.345336,0.138333,0.786441,0.437878,0.45465,0.0482348,0.126643,0.216568,0.485733,0.116368,0.771275,0.229997,0.955503,0.698222,0.733662,0.908198,0.181366,0.0152033,0.96531,0.346672,0.994246,0.693529,0.25202,0.537738,0.986444,0.589077,0.439287,0.983942,0.652712,0.396537,0.323436,0.803981,0.458555,0.536683,0.450564,0.914991,0.512544,0.677449,0.237824,0.598447,0.788689,0.370404,0.102413,0.356312,0.209196,0.457947,0.830545,0.867149,0.278668,0.0776171,0.990709,0.256592,0.404256,0.339539,0.928726,0.359826,0.598173,0.841776,0.23551,0.518835,0.194653,0.371488,0.387365
0.764668,0.0842876,0.274614,0.351363,0.588221,0.286398,0.952573,0.533707,0.358051,0.0812621,0.142808,0.119151,0.680922,0.378141,0.327826,0.495799,0.869156,0.304323,0.324233,0.897227,0.43589,0.666046,0.458015,0.968088,0.892407,0.591781,0.453167,0.836753,0.452748,0.245582,0.761425,0.268933,0.43846,0.196223,0.798571,0.641087,0.500117,0.421335,0.124184,0.416626,0.244664,0.344667,0.748055,0.578263,0.348962,0.6445,0.648325,0.984412,0.421753,0.800879,0.845164,0.619414,0.929874,0.169604,0.760815,0.277046,0.676209,0.0244244,0.324617,0.709336,0.645269,0.230105,0.560945,0.0880566,0.603819,0.568701,0.0373503,0.804111,0.160261,0.368714,0.934738,0.789571,0.0430264,0.152952,0.982441,0.591396,0.129465,0.973477,0.154397,0.751926,0.497548,0.107355,0.259546,0.200526,0.541391,0.518899,0.800808
0.290188,0.905919,0.947456,0.841287,0.693858,0.199532,0.605448,0.671281,0.629029,0.737443,0.684747,0.353325,0.37969,0.538691,0.859609,0.591616,0.956334,0.316207,0.507611,0.940876,0.639551,0.215906,0.0134907,0.800036,0.507084,0.640397,0.284232,0.29635,0.574149,0.817334,0.997885,0.149596,0.329208,0.554943,0.610624,0.753112,0.898965,0.348197,0.855601,0.450783,0.53609,0.176547,0.778995,0.334517,0.562187,0.240052,0.468118,0.661516,0.55307,0.839436,0.709462,0.532339,0.154656,0.460208,0.425574,0.099703,0.0274734,0.711882,0.378664,0.894713,0.592249,0.686322,0.497926,0.104783,0.299987,0.904647,0.142292,0.266747,0.598187,0.161267,0.218447,0.85484,0.184674,0.597191,0.424631,0.834436,0.811512,0.861991,0.350494,0.102443,0.551329,0.292256,0.803326,0.98806,0.43148,0.414123,0.791311
0.927234,0.992312,0.802673,0.486254,0.558394,0.442952,0.753161,0.0407089,0.0543469,0.964247,0.768744,0.963554,0.0544511,0.0213953,0.841004,0.529536,0.253036,0.194954,0.613243,0.111195,0.879115,0.0415411,0.823524,0.500097,0.865694,0.68348,0.293862,0.832932,0.837074,0.676356,0.76263,0.83433,0.0961756,0.0782945,0.078548,0.713407,0.479783,0.990274,0.653127,0.144053,0.32622,0.871389,0.0293473,0.251911,0.157146,0.760759,0.465547,0.246934,0.673401,0.213746,0.548866,0.855298,0.51242,0.0501318,0.313549,0.186336,0.761197,0.0586764,0.198502,0.304804,0.0834524,0.607435,0.55471,0.660862,0.864398,0.811647,0.783623,0.530243,0.346828,0.158486,0.15192,0.675606,0.706154,0.418971,0.764008,0.596567,0.831986,0.827847,0.266071,0.534864,0.239333,0.809318,0.878369,0.312976,0.70602,0.729644,0.0570016
0.365366,0.785347,0.514977,0.661284,0.615972,0.324,0.91579,0.973981,0.345495,0.14517,0.786271,0.554656,0.0774125,0.537277,0.315654,0.836007,0.309422,0.437816,0.104292,0.494621,0.735056,0.558504,0.712532,0.728639,0.381419,0.788109,0.517283,0.0823319,0.00801436,0.120886,0.4664,0.353087,0.875983,0.683131,0.210934,0.735187,0.545191,0.07543,0.326764,0.76291,0.962922,0.868283,0.966971,0.678883,0.971098,0.42703,0.613399,0.145623,0.2441,0.220622,0.179043,0.289668,0.173557,0.552449,0.0685438,0.714378,0.00808422,0.850597,0.51554,0.0991414,0.0970403,0.525395,0.222542,0.838471,0.389747,0.0918519,0.767934,0.12149,0.439246,0.971514,0.957621,0.0605417,0.485028,0.0406964,0.498398,0.825289,0.0917424,0.159638,0.25447,0.351333,0.896862,0.0560323,0.189678,0.264342,0.372926,0.0674492,0.0413789
0.943447,0.452383,0.157711,0.656324,0.486711,0.35126,0.100487,0.644471,0.969609,0.996622,0.995323,0.46667,0.0129442,0.681124,0.325802,0.221916,0.0789488,0.234553,0.46901,0.351744,0.920405,0.339478,0.37384,0.90671,0.110432,0.821866,0.812121,0.1932,0.737204,0.962094,0.358603,0.390845,0.0990319,0.464978,0.0101165,0.417206,0.295493,0.36599,0.368339,0.0530012,0.254346,0.976532,0.509944,0.651078,0.351107,0.837919,0.176585,0.1281,0.19655,0.489838,0.294896,0.970348,0.341391,0.510584,0.949484,0.617113,0.833719,0.0563137,0.00233058,0.0981993,0.946238,0.334924,0.0862767,0.0542002,0.332208,0.323745,0.0102853,0.856489,0.385038,0.0121366,0.449068,0.271134,0.158971,0.062832,0.398008,0.852647,0.475659,0.830192,0.0277852,0.647915,0.19488,0.117166,0.85097,0.659007,0.90859,0.869342,0.941977
0.202397,0.686391,0.38162,0.737228,0.380959,0.614128,0.676947,0.0368905,0.975959,0.376469,0.993455,0.40638,0.22732,0.42107,0.481307,0.0925696,0.539242,0.688498,0.432281,0.73109,0.185623,0.798875,0.316945,0.228011,0.72048,0.150785,0.528588,0.782596,0.736579,0.287021,0.92899,0.847405,0.786804,0.0880396,0.600032,0.341575,0.513755,0.263503,0.33492,0.595502,0.0637698,0.0408134,0.572121,0.136641,0.403759,0.00955192,0.318962,0.0717384,0.432119,0.998579,0.0649763,0.502338,0.651216,0.127124,0.33259,0.652042,0.788223,0.911911,0.79898,0.491319,0.364674,0.616847,0.958561,0.136117,0.890729,0.102522,0.360638,0.42404,0.82734,0.620543,0.940543,0.89314,0.169812,0.078467,0.604625,0.398908,0.464534,0.121181,0.829506,0.405484,0.172048,0.691238,0.480228,0.119345,0.503862,0.261475,0.189205
0.386349,0.835683,0.873401,0.0208701,0.320216,0.780183,0.0405214,0.948178,0.369511,0.152453,0.728666,0.661979,0.396956,0.144251,0.537461,0.111726,0.671369,0.216424,0.629915,0.344469,0.554936,0.566719,0.0879805,0.100411,0.688658,0.515487,0.842248,0.429036,0.377745,0.954415,0.976855,0.388988,0.318752,0.15959,0.891479,0.797154,0.8578,0.631694,0.296311,0.513092,0.203773,0.917482,0.14064,0.368719,0.688165,0.958011,0.591437,0.185994,0.955254,0.180573,0.231351,0.71995,0.143282,0.567955,0.243567,0.00800125,0.975929,0.361176,0.536788,0.805198,0.250987,0.0720499,0.710251,0.505262,0.336231,0.198097,0.0260632,0.663769,0.0202605,0.459227,0.125436,0.897644,0.717025,0.858633,0.564987,0.317777,0.527379,0.963167,0.832883,0.477066,0.450578,0.318133,0.973656,0.1199,0.820797,0.223237,0.948029
0.252272,0.682229,0.730967,0.114717,0.599767,0.635601,0.0269619,0.0958526,0.7043,0.346707,0.685353,0.501429,0.256474,0.432494,0.213343,0.82549,0.121597,0.198705,0.337114,0.970734,0.889381,0.743594,0.883327,0.0145057,0.736798,0.227661,0.267248,0.220853,0.555616,0.2264,0.306943,0.00962561,0.865882,0.922502,0.852457,0.677884,0.277379,0.396978,0.148123,0.27811,0.781512,0.186214,0.282638,0.908601,0.300944,0.74869,0.952081,0.69638,0.315354,0.932563,0.0882334,0.664084,0.928169,0.19585,0.78885,0.564782,0.185759,0.448839,0.0158017,0.118582,0.730779,0.244661,0.240381,0.812394,0.660568,0.0183624,0.292354,0.599082,0.272115,0.516007,0.150019,0.47152,0.668113,0.863128,0.751341,0.151192,0.334199,0.59089,0.739321,0.113238,0.786011,0.67096,0.540689,0.494287,0.121022,0.793609,0.185599
