0.102738,0.174345,0.430594,0.824802,0.445851,0.905719,0.484141,0.932096,0.825407,0.312951,0.129321,0.488503,0.724694,0.796988,0.655526,0.653419,0.853347,0.396788,0.292997,0.953976,0.258095,0.936022,0.31017,0.337522,0.636124,0.154621,0.593077,0.506634,0.66071
0.56702,0.874552,0.144185,0.360519,0.966299,0.156443,0.201439,0.291175,0.438157,0.126135,0.185934,0.640435,0.558151,0.431195,0.458467,0.894618,0.187642,0.286218,0.574153,0.661275,0.819944,0.302543,0.895008,0.926668,0.423938,0.689555,0.138406,0.58181,0.542374
0.723882,0.353849,0.0993291,0.424133,0.256618,0.677762,0.0611091,0.712208,0.699872,0.361801,0.712854,0.553983,0.505934,0.678482,0.404931,0.735661,0.454153,0.810599,0.713171,0.316367,0.701997,0.671398,0.00647883,0.603099,0.647996,0.943396,0.407058,0.760487,0.559134
0.983413,0.865344,0.896678,0.393275,0.966936,0.784634,0.217894,0.950669,0.0663273,0.438965,0.183659,0.572561,0.145925,0.678704,0.991307,0.206593,0.36358,0.618265,0.974711,0.288928,0.860441,0.834493,0.0778313,0.905044,0.638425,0.603393,0.780155,0.286505,0.498227
0.568999,0.469109,0.172591,0.279981,0.878656,0.518627,0.466516,0.987167,0.516891,0.609052,0.763576,0.921288,0.191169,0.151011,0.0128431,0.336325,0.950536,0.769102,0.128559,0.843535,0.164918,0.101021,0.3695,0.704224,0.431242,0.0708389,0.22866,0.425192,0.0373387
0.787362,0.761756,0.0142824,0.0923775,0.678685,0.467284,0.130901,0.733018,0.557093,0.902623,0.48288,0.801869,0.899676,0.199811,0.848212,0.938907,0.941499,0.147426,0.612565,0.132722,0.0899448,0.331583,0.190584,0.531718,0.188514,0.718376,0.730984,0.427048,0.411757
0.901356,0.131029,0.230854,0.485334,0.257493,0.228098,0.237745,0.680188,0.308233,0.720046,0.794,0.925539,0.822144,0.780092,0.544752,0.362296,0.390319,0.32919,0.320601,0.509434,0.382473,0.528027,0.497088,0.90655,0.409243,0.482929,0.307577,0.506222,0.893968
0.453168,0.743634,0.540162,0.717617,0.716178,0.327601,0.573044,0.93435,0.787297,0.916114,0.397071,0.596118,0.326446,0.907336,0.836259,0.909275,0.550544,0.258674,0.757062,0.12923,0.546834,0.807556,0.292331,0.0842203,0.312217,0.678104,0.748892,0.0475041,0.681349
0.743798,0.513241,0.605546,0.223287,0.745097,0.553495,0.655608,0.5025,0.985441,0.807756,0.75409,0.549099,0.403917,0.331172,0.968185,0.576367,0.350035,0.213732,0.760345,0.906317,0.716854,0.113614,0.737259,0.216961,0.811239,0.105518,0.563764,0.917598,0.674287
0.673188,0.954813,0.298464,0.99766,0.710795,0.203048,0.328328,0.338549,0.501793,0.222521,0.39931,0.731096,0.325912,0.247078,0.994563,0.111836,0.140157,0.893144,0.948932,0.590204,0.113121,0.877066,0.402432,0.419872,0.853622,0.431652,0.778736,0.945938,0.134435
0.370354,0.267126,0.716007,0.846017,0.758846,0.462021,0.0396522,0.599238,0.236542,0.56421,0.695469,0.428503,0.88527,0.891337,0.0797267,0.626312,0.32399,0.70547,0.228763,0.646918,0.809224,0.587064,0.764521,0.436157,0.771089,0.942593,0.769939,0.677407,0.899598
0.822824,0.395667,0.634876,0.831143,0.548232,0.615078,0.102513,0.151556,0.717936,0.634294,0.429107,0.278553,0.820527,0.972239,0.964662,0.496254,0.618668,0.951016,0.303937,0.249715,0.715447,0.107437,0.978087,0.849411,0.0478897,0.293335,0.623775,0.963123,0.77377
0.441162,0.238052,0.230538,0.161104,0.812178,0.966977,0.717742,0.163496,0.327196,0.254623,0.719635,0.78323,0.582768,0.901806,0.120832,0.999963,0.97539,0.700444,0.188895,0.851841,0.561818,0.264084,0.321891,0.942098,0.878112,0.858808,0.676562,0.913231,0.725853
0.398994,0.492754,0.443761,0.205345,0.724277,0.638064,0.19394,0.554876,0.798976,0.340638,0.574886,0.815514,0.463758,0.429461,0.650581,0.323694,0.180149,0.660033,0.802336,0.153661,0.0813207,0.98638,0.593627,0.0523647,0.892076,0.176523,0.969906,0.0637935,0.739589
0.286279,0.152831,0.615514,0.521493,0.311377,0.397131,0.0251123,0.335794,0.257077,0.367678,0.315687,0.744321,0.698606,0.52693,0.168815,0.666752,0.323765,0.709312,0.457073,0.92326,0.99204,0.0299066,0.0266831,0.166326,0.115428,0.0930646,0.0165349,0.127385,0.627807
0.234353,0.653934,0.981888,0.274132,0.559301,0.23068,0.609033,0.483356,0.122991,0.318145,0.977496,0.481253,0.323808,0.070188,0.170638,0.0212409,0.00785525,0.891249,0.933633,0.243274,0.318768,0.8022,0.132532,0.875659,0.902586,0.618017,0.432706,0.186836,0.614158
0.569201,0.790871,0.99055,0.511607,0.458488,0.614576,0.497928,0.840917,0.0738368,0.48194,0.599529,0.452619,0.490414,0.406978,0.44016,0.081149,0.745332,0.446353,0.183252,0.878223,0.0100402,0.814728,0.366712,0.697365,0.111336,0.150983,0.291387,0.976602,0.878729
