-0.0202535,0.894194,0.349345,-0.533204,-0.254114,0.643326,0.165118,-0.215632,-0.188658,0.332628
0.401958,0.83393,0.871491,-0.0499566,-0.52327,0.0990098,0.161791,-0.0667314,-0.0387909,0.135206
-0.0903375,0.833212,0.115039,-0.0732706,-0.475568,0.945658,-0.0543441,0.137766,-0.511479,0.420216
-0.53454,0.864451,0.187234,0.352766,0.267463,0.698573,0.271766,-0.49946,0.289359,0.813709
0.287249,0.311892,0.70866,0.0795614,-0.0250067,0.201959,0.115087,0.433306,-0.356275,0.143599
-0.141308,0.866972,0.983447,0.128442,-0.551267,0.791638,-0.348133,-0.0360861,-0.46619,0.229447
0.106477,0.72,0.503083,0.0759064,-0.0814407,0.252083,-0.518638,0.170008,0.267414,0.977306
-0.146116,0.738884,0.57959,0.0774884,-0.32503,0.229208,-0.0856371,-0.360445,0.152388,0.197282
0.370413,0.541749,0.707405,-0.353995,0.0961733,0.288714,-0.0884121,-0.000342177,0.248567,0.0167333
-0.15269,0.142184,0.245925,-0.330024,-0.432418,0.50557,-0.281792,-0.361247,0.451718,0.649566
-0.148179,0.677597,0.125297,-0.200626,-0.10749,0.903898,0.210715,0.105524,-0.303206,0.965721
0.267894,0.957359,0.853547,-0.0935896,0.337683,0.434813,0.424797,0.272248,0.432069,0.988323
-0.330193,0.562304,0.927479,-0.190248,-0.0615097,0.976597,-0.370256,0.403849,0.101991,0.866232
-0.557222,0.51379,0.0866126,-0.3326,0.370454,0.820098,-0.346834,0.0847025,-0.486209,0.917662
0.268168,0.195466,0.419809,-0.151631,-0.28103,0.95182,0.409031,-0.543627,0.380667,0.610186
0.237167,0.573382,0.445227,-0.0891546,0.177424,0.925567,-0.54252,-0.388603,-0.268557,0.899895
-0.537242,0.350259,0.286037,0.101689,-0.209644,0.117585,-0.387376,0.0481155,-0.485087,0.818201
0.222708,0.000933123,-0.00285216,0.308076,0.201349,0.707761,0.342237,-0.531765,-0.463187,0.861501
0.112188,0.60444,0.799444,0.211362,-0.149353,0.294441,-0.417296,-0.221598,0.324307,0.934679
-0.478464,0.141267,0.290928,0.113317,-0.330033,0.897452,0.328022,-0.0552664,-0.472103,0.874886
-0.291162,0.681421,0.605546,0.121999,-0.0157537,0.136925,-0.355685,-0.39468,-0.140036,0.70568
-0.402745,0.694275,0.944669,-0.483231,-0.464501,0.542924,-0.512207,-0.339195,-0.186211,0.982448
-0.143309,0.418405,0.976306,-0.266657,0.3635,0.460214,-0.527415,0.14343,-0.322034,0.254721
-0.0819625,0.846976,0.303779,0.0811484,0.0725493,0.25094,0.194877,-0.352506,0.0655177,0.039341
-0.126515,0.119266,0.367031,-0.492445,-0.159624,0.484942,-0.0443551,-0.312228,-0.498031,0.180286
-0.0946765,0.904741,0.82724,0.0516024,0.0161833,0.11128,-0.268837,-0.107311,-0.129791,0.840111
-0.245632,0.288761,0.427003,-0.537341,0.151638,0.669833,-0.312543,0.157521,0.298039,0.0611817
-0.497193,0.592889,0.27573,0.349274,-0.536488,0.0796407,0.0745629,-0.0266833,-0.0605936,0.570367
-0.279176,0.22741,0.119958,-0.506915,0.0503763,0.841435,0.408634,0.134527,-0.427521,0.658022
